Anther,Sepal,Ovary,Pod,Stigma,Flower,Leaf
GLYMA_05G141000,GLYMA_19G009700,GLYMA_09G229000,GLYMA_02G232100,GLYMA_06G134300,GLYMA_13G372000,GLYMA_05G001000
GLYMA_16G109900,GLYMA_03G080100,GLYMA_08G000800,GLYMA_16G182200,ENSRNA050003242,GLYMA_06G193900,GLYMA_06G192800
GLYMA_12G221500,GLYMA_19G118700,GLYMA_12G052300,GLYMA_11G018300,GLYMA_16G153600,GLYMA_08G039000,GLYMA_13G056800
GLYMA_02G049300,GLYMA_09G243200,GLYMA_08G238000,GLYMA_07G052800,GLYMA_19G082300,GLYMA_11G021000,GLYMA_08G087500
GLYMA_12G219400,GLYMA_08G032100,GLYMA_06G108500,GLYMA_18G158200,GLYMA_04G017000,GLYMA_08G053600,GLYMA_07G042800
GLYMA_14G077500,GLYMA_18G117100,GLYMA_05G089300,GLYMA_15G047600,GLYMA_07G059400,GLYMA_17G009700,GLYMA_04G142300
GLYMA_03G180500,GLYMA_06G162900,GLYMA_11G119300,GLYMA_17G219300,GLYMA_07G063600,GLYMA_14G003500,GLYMA_12G194800
GLYMA_13G176800,GLYMA_15G061500,GLYMA_15G162300,GLYMA_01G185300,GLYMA_10G167000,GLYMA_17G144700,GLYMA_11G098800
GLYMA_17G060300,GLYMA_04G255100,GLYMA_08G194600,GLYMA_13G137700,GLYMA_03G028300,GLYMA_11G109900,GLYMA_16G034900
GLYMA_01G111400,GLYMA_10G218100,GLYMA_08G114200,GLYMA_09G124800,GLYMA_02G144600,GLYMA_09G248600,GLYMA_14G085300
GLYMA_11G242000,GLYMA_15G259600,GLYMA_08G288700,GLYMA_11G242200,GLYMA_04G073900,GLYMA_14G045600,GLYMA_16G179300
GLYMA_10G223400,GLYMA_19G061200,GLYMA_17G194200,GLYMA_13G301200,GLYMA_11G001500,GLYMA_05G245500,GLYMA_13G093800
GLYMA_13G156700,GLYMA_04G037700,GLYMA_13G132100,GLYMA_14G217000,GLYMA_03G142300,GLYMA_18G220400,GLYMA_03G172600
GLYMA_08G001200,GLYMA_09G161600,GLYMA_13G257200,GLYMA_16G163800,GLYMA_11G128700,GLYMA_02G124100,GLYMA_12G062600
GLYMA_10G201000,GLYMA_01G159000,GLYMA_11G179900,GLYMA_03G097700,GLYMA_10G268900,GLYMA_15G162600,GLYMA_13G163100
GLYMA_06G013200,GLYMA_11G094400,GLYMA_06G019900,GLYMA_06G076000,GLYMA_16G100600,GLYMA_05G177500,GLYMA_20G213200
GLYMA_13G013200,GLYMA_13G017500,GLYMA_11G256200,GLYMA_09G046500,GLYMA_06G162700,GLYMA_08G257100,GLYMA_18G074400
GLYMA_18G028500,GLYMA_10G000500,GLYMA_11G192100,GLYMA_20G210600,GLYMA_10G010200,GLYMA_10G188200,GLYMA_17G218800
GLYMA_18G245900,GLYMA_07G235800,GLYMA_14G066200,GLYMA_01G034000,GLYMA_15G253000,GLYMA_03G180100,GLYMA_10G022700
GLYMA_10G237000,ENSRNA050003294,GLYMA_19G195300,GLYMA_03G004400,GLYMA_05G148700,GLYMA_10G069300,GLYMA_17G130100
GLYMA_13G017600,GLYMA_13G045000,GLYMA_05G104400,GLYMA_19G156700,GLYMA_02G149700,GLYMA_10G233500,GLYMA_10G019000
GLYMA_06G295100,GLYMA_07G088900,GLYMA_07G227700,GLYMA_02G044000,GLYMA_13G289800,GLYMA_10G183900,GLYMA_08G026000
GLYMA_09G257900,GLYMA_08G222300,GLYMA_08G136500,GLYMA_01G077300,GLYMA_17G124500,GLYMA_10G207600,GLYMA_02G122200
GLYMA_05G247800,GLYMA_04G008700,GLYMA_13G352900,GLYMA_15G075600,GLYMA_18G253000,GLYMA_08G097900,GLYMA_12G227900
GLYMA_08G315100,GLYMA_04G164200,GLYMA_01G002700,GLYMA_15G122400,ENSRNA050003424,GLYMA_10G020300,GLYMA_02G066400
GLYMA_11G060300,GLYMA_06G295100,GLYMA_03G080100,GLYMA_03G221000,GLYMA_12G240600,GLYMA_19G241800,GLYMA_13G150400
GLYMA_06G085600,GLYMA_09G258600,GLYMA_04G155800,GLYMA_04G235700,GLYMA_19G074500,GLYMA_13G057000,GLYMA_U041100
GLYMA_13G073200,GLYMA_19G229800,GLYMA_01G197500,GLYMA_11G135900,GLYMA_18G116800,GLYMA_06G324200,GLYMA_20G165600
GLYMA_09G266300,GLYMA_12G021100,GLYMA_08G251400,GLYMA_15G025800,GLYMA_13G298000,GLYMA_06G015600,GLYMA_18G205800
GLYMA_19G252100,GLYMA_18G268400,GLYMA_06G249300,GLYMA_04G002000,GLYMA_19G142500,GLYMA_19G162000,GLYMA_10G144800
GLYMA_13G108600,GLYMA_19G050600,GLYMA_02G025900,GLYMA_03G107300,GLYMA_20G218200,GLYMA_18G073700,GLYMA_16G053800
GLYMA_12G129600,GLYMA_03G127300,GLYMA_15G150100,GLYMA_12G147400,GLYMA_06G201900,GLYMA_01G229400,GLYMA_03G011100
GLYMA_09G212400,GLYMA_03G103600,GLYMA_03G146600,GLYMA_15G070700,GLYMA_10G149000,GLYMA_19G224500,GLYMA_13G369800
GLYMA_04G032600,GLYMA_19G181300,GLYMA_06G120200,GLYMA_10G262800,GLYMA_13G015900,GLYMA_04G028400,GLYMA_04G202800
GLYMA_10G150700,GLYMA_15G218400,GLYMA_16G104000,GLYMA_03G133800,GLYMA_08G179100,GLYMA_18G287400,GLYMA_18G182500
GLYMA_15G077300,GLYMA_04G005800,GLYMA_20G191600,GLYMA_08G327500,GLYMA_14G027400,GLYMA_03G098900,GLYMA_16G199500
GLYMA_06G235200,GLYMA_19G223400,GLYMA_18G149800,GLYMA_06G113200,GLYMA_14G085800,GLYMA_02G274800,GLYMA_05G105800
GLYMA_02G280800,GLYMA_10G242000,GLYMA_17G144400,GLYMA_12G080800,GLYMA_14G095400,GLYMA_13G275400,GLYMA_07G243000
GLYMA_13G259400,GLYMA_16G210900,GLYMA_09G091000,GLYMA_08G095800,GLYMA_06G066400,GLYMA_15G016500,GLYMA_13G096500
GLYMA_19G240500,GLYMA_07G101700,GLYMA_10G221000,GLYMA_08G340600,GLYMA_05G118700,GLYMA_11G002100,GLYMA_12G020100
GLYMA_05G180600,GLYMA_10G096600,GLYMA_09G091100,GLYMA_06G289700,GLYMA_04G007900,GLYMA_12G031700,GLYMA_05G137500
GLYMA_09G255200,GLYMA_04G120600,GLYMA_13G091000,GLYMA_08G359900,GLYMA_15G116000,GLYMA_11G141400,GLYMA_18G273900
GLYMA_10G042600,GLYMA_14G053700,GLYMA_15G201700,GLYMA_10G006100,GLYMA_19G182800,GLYMA_01G119500,GLYMA_12G094000
GLYMA_16G093400,GLYMA_08G363700,GLYMA_06G033200,GLYMA_13G164000,GLYMA_11G039100,GLYMA_05G156100,GLYMA_04G110700
GLYMA_20G024800,GLYMA_10G297300,GLYMA_13G018800,GLYMA_15G076500,GLYMA_07G019400,GLYMA_03G252800,GLYMA_15G165600
GLYMA_11G100600,GLYMA_05G229300,GLYMA_17G109600,GLYMA_19G252500,GLYMA_16G164700,GLYMA_01G156400,GLYMA_13G323900
GLYMA_19G173600,GLYMA_06G266800,GLYMA_04G082000,GLYMA_01G156200,GLYMA_15G090300,GLYMA_14G107100,GLYMA_13G044800
GLYMA_20G247500,GLYMA_13G012100,GLYMA_18G073600,GLYMA_10G260900,GLYMA_06G059900,GLYMA_12G239500,GLYMA_05G205200
GLYMA_02G058700,GLYMA_03G248000,GLYMA_02G028200,GLYMA_14G025900,GLYMA_19G079600,GLYMA_09G207100,GLYMA_03G202000
GLYMA_10G137000,GLYMA_07G238300,GLYMA_09G087700,GLYMA_01G022100,GLYMA_01G189200,GLYMA_03G245000,GLYMA_19G172100
GLYMA_11G109800,GLYMA_12G046000,GLYMA_09G077900,GLYMA_09G054200,GLYMA_03G189800,GLYMA_17G150900,GLYMA_16G189500
GLYMA_15G272300,GLYMA_13G264200,GLYMA_03G189300,GLYMA_12G181500,GLYMA_17G058700,GLYMA_17G128600,GLYMA_01G021400
GLYMA_08G105900,GLYMA_13G366200,GLYMA_11G062900,GLYMA_19G233400,GLYMA_15G248300,GLYMA_01G175000,GLYMA_06G162700
GLYMA_19G216200,GLYMA_15G019800,GLYMA_06G323000,GLYMA_05G065900,GLYMA_07G072700,GLYMA_06G194200,GLYMA_12G139700
GLYMA_07G211400,GLYMA_09G030300,GLYMA_03G037500,GLYMA_10G003800,GLYMA_10G081500,GLYMA_17G035700,GLYMA_12G023900
GLYMA_09G069800,GLYMA_09G187300,GLYMA_08G265200,GLYMA_12G041100,GLYMA_02G253500,GLYMA_02G296400,GLYMA_18G300500
GLYMA_06G221900,GLYMA_15G105400,GLYMA_08G171900,GLYMA_07G099400,GLYMA_07G119000,GLYMA_20G176900,GLYMA_13G063600
GLYMA_06G064800,GLYMA_06G098900,GLYMA_13G059200,GLYMA_01G243600,GLYMA_20G178500,GLYMA_14G174500,GLYMA_07G258000
GLYMA_11G046900,GLYMA_01G105000,GLYMA_01G238300,GLYMA_20G093000,GLYMA_18G165200,GLYMA_19G007300,GLYMA_03G251500
GLYMA_14G127600,GLYMA_01G036700,GLYMA_03G046300,GLYMA_01G158200,GLYMA_08G224000,GLYMA_17G109200,GLYMA_15G274300
GLYMA_15G138000,GLYMA_01G176000,GLYMA_14G019400,GLYMA_12G042800,GLYMA_13G158500,GLYMA_12G072100,GLYMA_02G277800
GLYMA_13G221200,GLYMA_03G246800,GLYMA_14G055000,GLYMA_08G095600,GLYMA_10G120700,GLYMA_02G208400,GLYMA_01G175100
GLYMA_11G126300,GLYMA_02G268600,GLYMA_19G020000,GLYMA_20G072900,GLYMA_08G214000,GLYMA_19G161200,GLYMA_14G006700
GLYMA_17G159100,GLYMA_04G243800,GLYMA_08G334100,GLYMA_03G251900,GLYMA_13G289300,GLYMA_06G286100,GLYMA_16G016100
GLYMA_08G288100,GLYMA_15G139900,GLYMA_04G069100,GLYMA_10G229700,GLYMA_04G096600,GLYMA_10G002400,GLYMA_09G202900
GLYMA_17G146100,GLYMA_07G206200,GLYMA_17G021700,GLYMA_01G050900,GLYMA_02G203500,GLYMA_08G298900,GLYMA_13G348200
GLYMA_04G179700,GLYMA_01G222400,GLYMA_15G207200,GLYMA_11G211900,GLYMA_19G188300,GLYMA_14G185400,GLYMA_03G165600
GLYMA_17G035800,GLYMA_07G234200,GLYMA_18G171100,GLYMA_02G229300,GLYMA_14G140400,GLYMA_13G144800,GLYMA_12G233000
GLYMA_13G244800,GLYMA_07G253300,GLYMA_18G269100,GLYMA_06G107100,GLYMA_05G060400,GLYMA_02G275700,GLYMA_13G033900
GLYMA_08G200100,GLYMA_11G058700,GLYMA_05G221400,GLYMA_04G038400,GLYMA_05G181900,GLYMA_09G050100,GLYMA_20G007400
GLYMA_20G017900,GLYMA_12G017500,GLYMA_10G283200,GLYMA_17G018200,GLYMA_09G236000,GLYMA_15G239600,GLYMA_02G087800
GLYMA_08G137100,GLYMA_18G000800,GLYMA_18G244800,GLYMA_16G008700,GLYMA_10G158400,GLYMA_04G154600,GLYMA_19G180000
GLYMA_10G065000,GLYMA_08G105000,GLYMA_19G032000,GLYMA_12G242300,GLYMA_19G256200,GLYMA_12G079100,GLYMA_11G100800
GLYMA_08G058200,GLYMA_07G241000,GLYMA_11G108800,GLYMA_18G012400,GLYMA_14G215900,GLYMA_02G069700,GLYMA_02G237800
GLYMA_11G146800,GLYMA_12G165500,GLYMA_07G252100,GLYMA_06G189600,GLYMA_02G031900,GLYMA_01G162700,GLYMA_07G178400
GLYMA_07G119100,GLYMA_07G193500,ENSRNA050003372,GLYMA_09G045900,GLYMA_04G033600,GLYMA_04G015300,GLYMA_13G092400
ENSRNA050003514,GLYMA_07G037200,GLYMA_19G199400,GLYMA_09G192900,GLYMA_14G205700,GLYMA_19G020100,GLYMA_05G061300
GLYMA_08G006400,GLYMA_06G121400,GLYMA_16G035500,GLYMA_20G178500,GLYMA_03G141900,GLYMA_14G223200,GLYMA_15G124200
ENSRNA050003200,GLYMA_06G039600,GLYMA_11G248400,GLYMA_05G210900,GLYMA_08G193500,GLYMA_03G258200,GLYMA_07G089300
GLYMA_14G161000,GLYMA_02G031100,GLYMA_14G059200,GLYMA_17G000800,GLYMA_19G103200,GLYMA_02G252700,GLYMA_03G170300
GLYMA_08G255700,GLYMA_19G034200,GLYMA_08G249700,GLYMA_15G256900,GLYMA_17G157100,GLYMA_02G255700,GLYMA_03G006600
GLYMA_07G004300,GLYMA_09G154000,GLYMA_06G067200,GLYMA_09G214300,GLYMA_08G080900,GLYMA_19G234500,GLYMA_12G108000
GLYMA_17G216600,GLYMA_01G067600,GLYMA_06G017100,GLYMA_13G270000,GLYMA_19G136700,GLYMA_10G249700,GLYMA_03G122100
GLYMA_04G196200,GLYMA_01G237200,GLYMA_09G001000,GLYMA_07G241000,GLYMA_20G099300,GLYMA_16G203200,GLYMA_13G129400
GLYMA_03G212700,GLYMA_04G188000,GLYMA_08G325100,GLYMA_11G020200,GLYMA_19G240200,GLYMA_16G115800,GLYMA_14G079900
GLYMA_19G166600,GLYMA_09G251200,GLYMA_03G197000,GLYMA_12G195600,GLYMA_06G131900,GLYMA_10G272200,GLYMA_09G273300
GLYMA_09G038200,GLYMA_08G193700,GLYMA_16G151100,GLYMA_02G274300,GLYMA_10G296700,GLYMA_02G010300,GLYMA_07G037300
GLYMA_17G101300,GLYMA_09G090300,GLYMA_15G098300,GLYMA_01G192100,GLYMA_05G185900,GLYMA_17G027800,GLYMA_03G158200
GLYMA_07G191000,GLYMA_01G233000,GLYMA_18G041700,GLYMA_01G108700,GLYMA_09G247900,GLYMA_10G262100,GLYMA_01G169800
GLYMA_08G178600,GLYMA_04G046100,GLYMA_19G218500,GLYMA_13G349600,GLYMA_13G060700,GLYMA_09G226900,GLYMA_17G163800
GLYMA_06G105700,GLYMA_10G106400,GLYMA_13G316400,GLYMA_09G109000,GLYMA_04G253700,GLYMA_07G136500,GLYMA_05G184800
GLYMA_06G064100,GLYMA_11G030100,GLYMA_19G180700,GLYMA_14G211600,GLYMA_20G124700,GLYMA_12G036800,GLYMA_12G058200
GLYMA_11G181400,GLYMA_18G210300,GLYMA_05G234800,GLYMA_12G230300,GLYMA_04G239800,GLYMA_10G256600,GLYMA_08G328800
GLYMA_13G222400,GLYMA_04G247900,GLYMA_10G009200,GLYMA_15G113700,GLYMA_04G050500,GLYMA_15G009400,GLYMA_20G235500
GLYMA_06G174800,GLYMA_14G054900,GLYMA_10G156300,GLYMA_18G153300,GLYMA_08G245500,GLYMA_02G184100,GLYMA_14G037200
GLYMA_06G320400,GLYMA_06G035800,GLYMA_02G065300,GLYMA_10G106900,GLYMA_08G091700,GLYMA_02G152400,GLYMA_04G021200
GLYMA_13G139900,GLYMA_12G037700,GLYMA_07G019000,GLYMA_10G243700,GLYMA_17G231600,GLYMA_13G220100,GLYMA_14G092300
GLYMA_07G042700,GLYMA_13G334700,GLYMA_02G103300,GLYMA_13G367000,GLYMA_10G012700,GLYMA_20G126600,GLYMA_11G094200
GLYMA_11G084500,GLYMA_07G149300,GLYMA_13G342000,GLYMA_17G032500,GLYMA_10G215300,GLYMA_06G236400,GLYMA_20G092900
GLYMA_14G105100,GLYMA_04G064600,GLYMA_15G133500,GLYMA_01G234300,GLYMA_10G192300,GLYMA_04G243100,GLYMA_13G155000
GLYMA_06G254200,GLYMA_08G163000,GLYMA_13G273900,GLYMA_19G231600,GLYMA_10G206000,GLYMA_01G178000,GLYMA_14G046800
GLYMA_04G202700,GLYMA_16G216300,GLYMA_01G031700,GLYMA_06G082100,GLYMA_02G271400,GLYMA_08G051400,GLYMA_07G027800
GLYMA_02G107100,GLYMA_20G130900,GLYMA_05G090800,GLYMA_08G016400,GLYMA_10G159600,GLYMA_01G226900,GLYMA_05G219000
GLYMA_18G279300,GLYMA_09G193900,GLYMA_06G224200,GLYMA_14G211100,GLYMA_06G030600,GLYMA_10G220800,GLYMA_03G002600
GLYMA_18G298300,GLYMA_05G053100,GLYMA_07G138300,GLYMA_01G239000,GLYMA_18G280200,GLYMA_18G143900,GLYMA_17G261900
GLYMA_02G138800,GLYMA_01G208100,GLYMA_17G092900,GLYMA_20G088600,GLYMA_01G185700,GLYMA_01G212700,GLYMA_15G062400
GLYMA_08G320500,GLYMA_07G036400,GLYMA_10G180700,GLYMA_03G133200,GLYMA_08G104900,GLYMA_02G135400,GLYMA_08G200100
GLYMA_07G034800,GLYMA_08G150000,GLYMA_05G196900,GLYMA_01G116000,GLYMA_06G093000,GLYMA_08G258700,GLYMA_06G067800
GLYMA_03G102700,GLYMA_10G225800,GLYMA_19G215100,GLYMA_08G225500,GLYMA_15G188900,GLYMA_03G224400,GLYMA_12G079700
GLYMA_17G003600,GLYMA_10G043600,GLYMA_14G207200,GLYMA_07G228100,GLYMA_17G253700,GLYMA_14G194300,GLYMA_20G144800
GLYMA_03G035600,GLYMA_07G223300,GLYMA_16G198200,GLYMA_04G093100,GLYMA_14G191700,GLYMA_14G220000,GLYMA_05G063600
GLYMA_02G066000,GLYMA_13G093800,GLYMA_20G178200,GLYMA_10G287600,GLYMA_19G122900,GLYMA_06G040600,GLYMA_17G256100
GLYMA_18G003500,GLYMA_11G246100,GLYMA_15G105400,GLYMA_11G113600,GLYMA_18G243700,ENSRNA050003490,GLYMA_04G213300
GLYMA_11G228600,GLYMA_08G018500,GLYMA_09G061900,GLYMA_15G085200,GLYMA_01G067000,GLYMA_04G256100,GLYMA_02G151100
GLYMA_11G134300,ENSRNA050003299,GLYMA_17G241800,GLYMA_09G188600,GLYMA_05G243300,GLYMA_18G002300,GLYMA_07G241900
GLYMA_15G006400,GLYMA_17G040500,GLYMA_03G261100,GLYMA_19G028400,GLYMA_12G010500,GLYMA_19G260500,GLYMA_20G184000
GLYMA_07G031000,GLYMA_01G052800,ENSRNA050003727,GLYMA_09G120400,GLYMA_19G039100,GLYMA_12G237000,GLYMA_03G259400
GLYMA_02G034300,GLYMA_18G075600,GLYMA_16G058500,GLYMA_13G336600,GLYMA_13G181900,GLYMA_12G064400,GLYMA_06G185300
GLYMA_17G249100,GLYMA_04G062300,GLYMA_06G075500,GLYMA_18G281500,GLYMA_19G053100,GLYMA_03G195900,GLYMA_03G247600
GLYMA_04G077300,GLYMA_01G047100,GLYMA_15G248800,GLYMA_08G042400,GLYMA_09G148900,GLYMA_20G153200,GLYMA_05G103300
GLYMA_15G098100,GLYMA_08G165400,GLYMA_05G240100,GLYMA_19G263700,GLYMA_20G208900,GLYMA_15G149200,GLYMA_13G012900
GLYMA_20G066800,GLYMA_01G018000,GLYMA_05G054600,GLYMA_10G104900,GLYMA_02G073000,GLYMA_09G087400,GLYMA_11G138900
GLYMA_06G186800,GLYMA_15G053400,GLYMA_15G091800,GLYMA_05G163800,GLYMA_03G188200,GLYMA_01G037900,GLYMA_06G002600
GLYMA_10G210400,GLYMA_10G223100,GLYMA_19G180800,GLYMA_07G048500,GLYMA_06G302800,GLYMA_17G242000,GLYMA_13G270800
GLYMA_15G070100,GLYMA_13G266700,GLYMA_05G122800,GLYMA_03G126600,GLYMA_10G169600,GLYMA_14G024100,GLYMA_02G169800
GLYMA_01G112500,GLYMA_06G317400,GLYMA_05G035600,GLYMA_19G121500,GLYMA_11G106800,GLYMA_11G135000,GLYMA_U034500
GLYMA_02G005500,GLYMA_06G055800,GLYMA_01G045800,GLYMA_20G190800,GLYMA_14G023900,GLYMA_17G232300,GLYMA_19G245400
GLYMA_02G041700,GLYMA_19G226200,GLYMA_10G051200,GLYMA_10G013300,GLYMA_17G037200,GLYMA_05G114900,GLYMA_14G056500
GLYMA_02G263200,GLYMA_13G282900,GLYMA_12G095900,GLYMA_03G252100,GLYMA_16G212800,GLYMA_02G267500,GLYMA_13G145100
GLYMA_06G272200,GLYMA_01G230900,GLYMA_14G163800,GLYMA_10G257600,GLYMA_04G125500,GLYMA_04G069100,GLYMA_11G118000
GLYMA_17G110800,GLYMA_04G005100,GLYMA_13G131800,GLYMA_13G237500,GLYMA_05G132500,GLYMA_16G018000,GLYMA_16G058200
GLYMA_16G207900,GLYMA_07G223700,GLYMA_18G055300,GLYMA_01G178200,GLYMA_07G230400,GLYMA_02G065400,GLYMA_18G150000
GLYMA_12G040500,GLYMA_05G064400,GLYMA_13G344500,GLYMA_05G115000,GLYMA_02G230000,GLYMA_08G208100,GLYMA_15G043800
GLYMA_03G234700,GLYMA_08G217500,GLYMA_18G234200,GLYMA_11G096300,GLYMA_13G050000,GLYMA_02G097500,GLYMA_08G327400
GLYMA_13G021600,GLYMA_12G024400,GLYMA_10G069400,GLYMA_17G102800,GLYMA_19G139300,GLYMA_08G226700,GLYMA_05G233700
GLYMA_11G141600,GLYMA_05G155000,GLYMA_05G137100,GLYMA_05G028000,GLYMA_20G128800,GLYMA_17G118100,GLYMA_19G055100
GLYMA_02G059000,GLYMA_08G282700,GLYMA_U025900,GLYMA_02G016000,GLYMA_13G111600,GLYMA_17G254400,GLYMA_14G198700
GLYMA_03G216500,GLYMA_10G245000,GLYMA_07G090200,GLYMA_14G065300,GLYMA_08G077400,GLYMA_01G161200,GLYMA_10G174000
GLYMA_08G084300,GLYMA_12G215900,GLYMA_20G219100,GLYMA_15G189200,GLYMA_16G129000,GLYMA_18G058200,GLYMA_03G020100
GLYMA_03G082100,GLYMA_15G273000,GLYMA_10G292100,GLYMA_09G044800,GLYMA_11G009700,GLYMA_10G067800,GLYMA_14G124900
GLYMA_16G017100,GLYMA_18G284800,GLYMA_19G004200,GLYMA_14G066300,GLYMA_03G192900,GLYMA_02G229900,GLYMA_08G267700
GLYMA_12G112500,GLYMA_17G087600,GLYMA_05G026600,GLYMA_16G016700,GLYMA_11G043300,GLYMA_13G216100,GLYMA_04G004900
GLYMA_04G064600,GLYMA_09G013800,GLYMA_17G087500,GLYMA_15G260000,GLYMA_04G020600,GLYMA_04G230800,GLYMA_07G195200
GLYMA_11G122700,GLYMA_16G205300,GLYMA_12G231400,GLYMA_02G057200,GLYMA_12G035700,GLYMA_15G122400,GLYMA_20G241400
GLYMA_08G361100,GLYMA_20G090000,GLYMA_18G051100,GLYMA_06G088900,GLYMA_12G214200,GLYMA_10G099700,GLYMA_04G188100
GLYMA_04G228700,GLYMA_05G156500,GLYMA_12G165700,GLYMA_18G019700,GLYMA_10G232200,GLYMA_03G076800,ENSRNA050003913
GLYMA_09G269800,GLYMA_06G166000,GLYMA_20G195000,GLYMA_10G261200,GLYMA_10G200600,GLYMA_19G218400,GLYMA_11G248100
GLYMA_13G156900,GLYMA_15G138000,GLYMA_01G095100,GLYMA_19G067400,GLYMA_09G247700,GLYMA_14G196800,GLYMA_10G009300
GLYMA_06G216800,GLYMA_17G096700,GLYMA_16G008900,GLYMA_15G265400,GLYMA_13G308200,GLYMA_09G263000,GLYMA_10G153200
GLYMA_07G212500,GLYMA_18G245500,GLYMA_07G265100,GLYMA_04G073200,GLYMA_07G112500,GLYMA_06G030700,GLYMA_10G047200
GLYMA_06G089800,GLYMA_03G200000,GLYMA_12G162300,GLYMA_01G206200,GLYMA_03G152100,GLYMA_03G096400,GLYMA_08G079600
GLYMA_17G175700,GLYMA_08G186200,GLYMA_02G269000,GLYMA_05G052400,GLYMA_08G006500,GLYMA_09G052500,GLYMA_09G050600
GLYMA_15G126600,GLYMA_09G009400,GLYMA_11G174500,GLYMA_06G205400,GLYMA_12G213300,GLYMA_02G082000,GLYMA_11G194000
GLYMA_11G221900,GLYMA_18G009200,GLYMA_03G198400,GLYMA_06G045300,GLYMA_05G043600,GLYMA_08G245000,GLYMA_03G162900
GLYMA_01G029200,GLYMA_11G147500,GLYMA_14G082800,GLYMA_16G014800,GLYMA_04G038800,GLYMA_07G202700,GLYMA_08G134300
GLYMA_05G202900,GLYMA_08G213000,GLYMA_18G210900,GLYMA_02G277100,GLYMA_09G117600,GLYMA_04G237000,GLYMA_01G079300
GLYMA_15G227100,GLYMA_05G033900,GLYMA_11G067500,GLYMA_08G093800,GLYMA_09G049900,GLYMA_09G014600,GLYMA_13G250000
GLYMA_02G161100,GLYMA_12G040200,GLYMA_13G096800,GLYMA_20G030300,GLYMA_09G262700,GLYMA_18G067800,GLYMA_06G140600
GLYMA_05G189100,GLYMA_13G342800,GLYMA_14G104900,GLYMA_19G194900,GLYMA_15G075300,GLYMA_18G255700,GLYMA_16G106500
GLYMA_06G192600,GLYMA_03G068100,GLYMA_19G183100,GLYMA_06G102500,GLYMA_10G161000,GLYMA_06G117600,GLYMA_08G133800
GLYMA_07G039600,GLYMA_07G029900,GLYMA_05G045200,GLYMA_10G144200,GLYMA_08G102900,GLYMA_09G138600,GLYMA_16G211600
GLYMA_13G140000,GLYMA_20G181300,GLYMA_16G145700,GLYMA_07G072200,GLYMA_15G043500,GLYMA_15G004300,GLYMA_06G270500
GLYMA_09G021800,GLYMA_20G022400,GLYMA_07G241800,GLYMA_06G061200,GLYMA_07G265400,GLYMA_07G205500,ENSRNA050003225
GLYMA_15G123200,GLYMA_04G013900,GLYMA_15G075100,GLYMA_15G267100,GLYMA_05G031800,GLYMA_17G149200,GLYMA_02G188200
GLYMA_04G133400,GLYMA_15G047100,GLYMA_19G103500,GLYMA_01G033800,GLYMA_13G031200,GLYMA_20G088200,GLYMA_16G146100
GLYMA_17G240900,GLYMA_17G225700,GLYMA_10G168400,GLYMA_09G279500,GLYMA_16G146600,GLYMA_19G173100,GLYMA_14G090500
GLYMA_05G180400,GLYMA_18G034700,GLYMA_04G033800,GLYMA_15G139900,GLYMA_20G153200,GLYMA_02G260100,GLYMA_07G089400
GLYMA_02G239700,GLYMA_09G255100,GLYMA_11G048100,GLYMA_18G263400,ENSRNA050003116,GLYMA_13G179300,GLYMA_13G210800
GLYMA_09G206300,GLYMA_06G296000,GLYMA_15G024200,GLYMA_01G162900,GLYMA_13G103200,GLYMA_02G218100,GLYMA_02G104200
GLYMA_15G209300,GLYMA_20G170000,GLYMA_18G221200,GLYMA_13G261200,GLYMA_11G178100,GLYMA_01G163900,GLYMA_05G145800
GLYMA_16G038300,GLYMA_08G293400,GLYMA_17G226500,GLYMA_18G035000,GLYMA_06G182800,GLYMA_16G074300,GLYMA_07G129600
GLYMA_14G090700,GLYMA_09G227600,GLYMA_04G236800,GLYMA_18G105800,GLYMA_13G339300,ENSRNA050003754,GLYMA_01G207200
GLYMA_08G001300,GLYMA_08G214300,GLYMA_09G003200,GLYMA_05G165300,GLYMA_13G215900,GLYMA_17G019100,GLYMA_13G167300
GLYMA_08G354100,GLYMA_17G259600,GLYMA_13G167300,GLYMA_04G222400,GLYMA_13G045100,GLYMA_07G071100,GLYMA_13G125400
GLYMA_06G008500,GLYMA_03G220600,GLYMA_17G226700,GLYMA_02G020800,GLYMA_17G136200,GLYMA_01G181500,GLYMA_06G015000
GLYMA_07G236000,GLYMA_06G094500,GLYMA_20G175300,GLYMA_06G218900,GLYMA_07G244600,GLYMA_05G003400,GLYMA_03G248500
GLYMA_13G177800,ENSRNA050003119,GLYMA_20G037100,GLYMA_03G096300,GLYMA_19G022200,GLYMA_06G072200,GLYMA_04G094900
GLYMA_15G250500,GLYMA_11G096200,GLYMA_19G161600,GLYMA_07G129300,GLYMA_12G059700,GLYMA_04G229900,GLYMA_08G164100
GLYMA_20G086400,GLYMA_18G067400,GLYMA_06G289700,GLYMA_11G012000,GLYMA_06G225700,GLYMA_11G117800,GLYMA_05G217300
GLYMA_11G119500,GLYMA_19G260600,GLYMA_14G116600,GLYMA_02G253900,GLYMA_06G153700,GLYMA_06G214700,GLYMA_20G190800
GLYMA_13G001000,GLYMA_10G170800,GLYMA_12G191800,GLYMA_09G164700,GLYMA_20G013800,GLYMA_04G138700,GLYMA_06G007300
